Andy Bierman                                      	       139	0.16%
Tony Li                                           	       138	0.16%
Darren Dukes                                      	       138	0.16%
Bruno Decraene                                    	       137	0.15%
Jaehoon (Paul) Jeong                              	       136	0.15%
Dr. Bernard D. Aboba                              	       135	0.15%
Cheng Li                                          	       134	0.15%
Hector Santos                                     	       132	0.15%
Thomas Fossati                                    	       131	0.15%
Behcet Sarikaya                                   	       130	0.15%
Bernie Volz                                       	       128	0.14%
Ulrich Windl                                      	       128	0.14%
Rifaat Shekh-Yusef                                	       127	0.14%
Ian Swett                                         	       127	0.14%
Gunnar Hellstrom                                  	       126	0.14%
Mario Loffredo                                    	       126	0.14%
Mohit Sethi                                       	       125	0.14%
Valery Smyslov                                    	       125	0.14%
Zhaohui (Jeffrey) Zhang                           	       124	0.14%
Jingrong Xie                                      	       124	0.14%
Yaron Sheffer                                     	       123	0.14%
Joseph A. Salowey                                 	       123	0.14%
Jason Sterne                                      	       122	0.14%
Huaimo Chen                                       	       121	0.14%
David L. Black                                    	       120	0.14%
Brian Dickson                                     	       120	0.14%
Barbara Stark                                     	       118	0.13%
Stéphane Bortzmeyer                               	       116	0.13%
Balazs Varga                                      	       116	0.13%
Ines Robles                                       	       115	0.13%
Colin Perkins                                     	       114	0.13%
Ben Campbell                                      	       114	0.13%
Tianran Zhou                                      	       114	0.13%
Vijay K. Gurbani                                  	       113	0.13%
Weiqiang Cheng                                    	       113	0.13%
Mahesh Jethanandani                               	       112	0.13%
Tal Mizrahi                                       	       112	0.13%
Ted Hardie                                        	       111	0.13%
Martin Björklund                                  	       111	0.13%
Pablo Camarillo                                   	       110	0.12%
Tero Kivinen                                      	       109	0.12%
Miroslav Lichvar                                  	       109	0.12%
Mark P. Andrews                                   	       108	0.12%
Marco Tiloca                                      	       108	0.12%
Michael Hammer                                    	       108	0.12%
Yoav Nir                                          	       107	0.12%
Viktor Dukhovni                                   	       107	0.12%
Nancy Cam-Winget                                  	       106	0.12%
Brian Rosen                                       	       105	0.12%
Neil Madden                                       	       105	0.12%
Tony Finch                                        	       104	0.12%
Andrew G. Malis                                   	       103	0.12%
Al Morton                                         	       103	0.12%
Nick Banks                                        	       103	0.12%
Portia Wenze-Danley                               	       102	0.12%
Wim Henderickx                                    	       102	0.12%
Jen Linkova                                       	       102	0.12%
Job Snijders                                      	       101	0.11%
Annabelle Backman                                 	       101	0.11%
S.J.M. Steffann                                   	       101	0.11%
Rahul Jadhav                                      	       100	0.11%
John Preuß Mattsson                               	        99	0.11%
Glenn Deen                                        	        98	0.11%
Eric Kinnear                                      	        98	0.11%
Wesley Eddy                                       	        97	0.11%
Ivaylo Petrov                                     	        96	0.11%
Michael Scharf                                    	        95	0.11%
Michael Tüxen                                     	        95	0.11%
Kiran Makhijani                                   	        95	0.11%
Ingemar Johansson                                 	        94	0.11%
Yingzhen Qu                                       	        93	0.10%
Zheng Zhang                                       	        93	0.10%
Chris Morrow                                      	        93	0.10%
Tom Jones                                         	        92	0.10%
Jim Fenton                                        	        90	0.10%
Glen Barney                                       	        89	0.10%
Daniele Ceccarelli                                	        89	0.10%
James Gould                                       	        89	0.10%
Karen O'Donoghue                                  	        88	0.10%
Jakob Heitz                                       	        88	0.10%
Reza Rokui                                        	        88	0.10%
Wes Hardaker                                      	        87	0.10%
Wojciech Kozlowski                                	        87	0.10%
Giuseppe Fioccola                                 	        86	0.10%
Rakesh Gandhi                                     	        86	0.10%
Eric Voit                                         	        86	0.10%
Y. Richard Yang                                   	        85	0.10%
Laurent Ciavaglia                                 	        85	0.10%
Stephen Kent                                      	        85	0.10%
Scott Kitterman                                   	        85	0.10%
Alan DeKok                                        	        85	0.10%
Jared Mauch                                       	        84	0.09%
Christian Amsüss                                  	        84	0.09%
Marie-Jose Montpetit                              	        84	0.09%
Shuping Peng                                      	        82	0.09%
Andrew Alston                                     	        82	0.09%
John Drake                                        	        82	0.09%
Xuesong Geng                                      	        82	0.09%
Jon Shallow                                       	        82	0.09%
Carles Gomez                                      	        81	0.09%
Hendrik Brockhaus                                 	        81	0.09%
Göran Selander                                    	        80	0.09%
Lorenzo Colitti                                   	        80	0.09%
Jeffrey Haas                                      	        79	0.09%
Dirk Kutscher                                     	        79	0.09%
David R. Oran                                     	        78	0.09%
Doug Ewell                                        	        78	0.09%
Aaron Parecki                                     	        78	0.09%
Sara Dickinson                                    	        77	0.09%
Dino Farinacci                                    	        77	0.09%
Shumon Huque                                      	        77	0.09%
Vittorio Bertocci                                 	        77	0.09%
Kathleen Moriarty                                 	        76	0.09%
Tim Chown                                         	        75	0.08%
Carlos J. Bernardos                               	        75	0.08%
Achim Kraus                                       	        75	0.08%
Carlos Pignataro                                  	        75	0.08%
Dr. Masataka Ohta                                 	        75	0.08%
Tarek Saad                                        	        74	0.08%
Brandon Long                                      	        73	0.08%
Scott Burleigh                                    	        73	0.08%
Harlan Stenn                                      	        73	0.08%
Tim Bruijnzeels                                   	        73	0.08%
Jake Holland                                      	        72	0.08%
Bo Wu                                             	        72	0.08%
Zafar Ali                                         	        71	0.08%
Neil Jenkins                                      	        71	0.08%
Balázs Lengyel                                    	        71	0.08%
Jason Livingood                                   	        70	0.08%
Greg Shepherd                                     	        70	0.08%
Stanislav V. Smyshlyaev                           	        70	0.08%
Seth Blank                                        	        69	0.08%
Marc Petit-Huguenin                               	        68	0.08%
Deborah Brungard                                  	        68	0.08%
Michael Douglass                                  	        68	0.08%
Yali Wang                                         	        68	0.08%
Vladimir Dzhuvinov                                	        68	0.08%
Suresh Krishnan                                   	        67	0.08%
Brian Sipos                                       	        67	0.08%
Scott O. Bradner                                  	        66	0.07%
Dale R. Worley                                    	        66	0.07%
Mankamana Prasad Mishra                           	        66	0.07%
Nick Harper                                       	        66	0.07%
Luis M. Contreras                                 	        65	0.07%
Zhenbin Li                                        	        65	0.07%
Igor Lubashev                                     	        65	0.07%
Andrew Campling                                   	        64	0.07%
Mike McBride                                      	        64	0.07%
Charles Eckel                                     	        64	0.07%
Ladislav Lhotka                                   	        64	0.07%
Kurt Andersen                                     	        64	0.07%
Haoyu Song                                        	        64	0.07%
Juliusz Chroboczek                                	        63	0.07%
Dave Thaler                                       	        63	0.07%
Jean Mahoney                                      	        63	0.07%
Ryan Sleevi                                       	        62	0.07%
Brendan Moran                                     	        62	0.07%
Xufeng Liu                                        	        62	0.07%
Mary Barnes                                       	        61	0.07%
Rodney Grimes                                     	        61	0.07%
Dominique Barthel                                 	        61	0.07%
Peter Gutmann                                     	        61	0.07%
Mallory Knodel                                    	        61	0.07%
Ethan Grossman                                    	        61	0.07%
Willy Tarreau                                     	        61	0.07%
Owen DeLong                                       	        61	0.07%
Bence Béky                                        	        61	0.07%
Joe Abley                                         	        60	0.07%
Glyn Normington                                   	        60	0.07%
Jorge Rabadan                                     	        59	0.07%
Italo Busi                                        	        59	0.07%
Uri Blumenthal                                    	        59	0.07%
Yuchung Cheng                                     	        59	0.07%
Stephane Litkowski                                	        58	0.07%
Sasha Vainshtein                                  	        58	0.07%
George G. Michaelson                              	        58	0.07%
Kenneth Murchison                                 	        57	0.06%
Mach Chen                                         	        57	0.06%
Kyle Rose                                         	        56	0.06%
Alexander Pelov                                   	        56	0.06%
Ned Smith                                         	        56	0.06%
Peter van Dijk                                    	        56	0.06%
Daniel Fett                                       	        56	0.06%
Esko Dijk                                         	        55	0.06%
Sabine Randriamasy                                	        55	0.06%
Shaofu Peng                                       	        55	0.06%
Leslie Daigle                                     	        54	0.06%
Matthew Bocci                                     	        54	0.06%
János Farkas                                      	        54	0.06%
Patrick Mevzek                                    	        54	0.06%
Christoph Loibl                                   	        54	0.06%
Filip Skokan                                      	        54	0.06%
Wei Pan                                           	        53	0.06%
Roman Shpount                                     	        53	0.06%
Michael Welzl                                     	        53	0.06%
Chongfeng Xie                                     	        53	0.06%
Mohit Sahni                                       	        52	0.06%
Mikael Abrahamsson                                	        52	0.06%
Ruediger Geib                                     	        52	0.06%
Frank Brockners                                   	        51	0.06%
Dieter Beller                                     	        50	0.06%
Sergio Belotti                                    	        50	0.06%
Tommy Jensen                                      	        49	0.06%
Brian Haberman                                    	        49	0.06%
Ian Farrer                                        	        49	0.06%
Todd Herr                                         	        49	0.06%
Victor Kuarsingh                                  	        49	0.06%
Olivier Gimenez                                   	        49	0.06%
Tim Bray                                          	        48	0.05%
Rick van Rein                                     	        48	0.05%
Jim Guichard                                      	        48	0.05%
Tom Pusateri                                      	        47	0.05%
Aaron Falk                                        	        47	0.05%
Rene Struik                                       	        47	0.05%
Daniel Fox Franke                                 	        47	0.05%
Roberto Polli                                     	        47	0.05%
Vishnu Pavan Beeram                               	        47	0.05%
Amanda Baber                                      	        46	0.05%
Roni Even                                         	        46	0.05%
Shuai Zhao                                        	        46	0.05%
Nagendra Kumar Nainar                             	        46	0.05%
Alex Davidson                                     	        46	0.05%
Ari Keränen                                       	        46	0.05%
Olivier Bonaventure                               	        46	0.05%
James Galvin                                      	        46	0.05%
Melchior Aelmans                                  	        45	0.05%
Melinda Shore                                     	        45	0.05%
Eric Orth                                         	        45	0.05%
Martin J. Dürst                                   	        45	0.05%
Zhibo Hu                                          	        45	0.05%
Di Ma                                             	        45	0.05%
Adam Wiethuechter                                 	        44	0.05%
Yoshifumi Nishida                                 	        44	0.05%
Phillip Hunt                                      	        44	0.05%
Xiao Min                                          	        43	0.05%
Björn Haase                                       	        43	0.05%
Shunsuke Homma                                    	        43	0.05%
Duane Wessels                                     	        43	0.05%
Greg Wood                                         	        42	0.05%
Cullen Jennings                                   	        42	0.05%
Ludwig Seitz                                      	        42	0.05%
Daniel Kahn Gillmor                               	        42	0.05%
Chris Box                                         	        42	0.05%
Dan Romascanu                                     	        42	0.05%
Ali Sajassi                                       	        42	0.05%
Timothy Winters                                   	        42	0.05%
Tatuya Jinmei                                     	        42	0.05%
David Benjamin                                    	        42	0.05%
Leif Johansson                                    	        42	0.05%
Antoin Verschuren                                 	        42	0.05%
Doug Arnold                                       	        42	0.05%
Mališa Vučinić                                    	        41	0.05%
Keyur Patel                                       	        41	0.05%
Yoav Weiss                                        	        41	0.05%
Greg White                                        	        41	0.05%
Praveen Balasubramanian                           	        41	0.05%
Shraddha Hegde                                    	        41	0.05%
Benoît Claise                                     	        40	0.05%
Uma Chunduri                                      	        40	0.05%
Justin Uberti                                     	        40	0.05%
Jeffrey Yasskin                                   	        40	0.05%
Matthew A. Miller                                 	        40	0.05%
Chonggang Wang                                    	        40	0.05%
Tony Whyman                                       	        40	0.05%
Raphael Robert                                    	        40	0.05%
Abdussalam Baryun                                 	        39	0.04%
Asmus, Inc.                                       	        39	0.04%
Martin Hoffmann                                   	        39	0.04%
Alexander Azimov                                  	        39	0.04%
Sam Whited                                        	        39	0.04%
Nick Sullivan                                     	        38	0.04%
Eve Schooler                                      	        38	0.04%
Haomian Zheng                                     	        38	0.04%
Don Fedyk                                         	        37	0.04%
Bruno Rijsman                                     	        37	0.04%
Ilari Liusvaara                                   	        37	0.04%
Ira McDonald                                      	        37	0.04%
Theresa Enghardt                                  	        37	0.04%
Gert Doering                                      	        37	0.04%
Rodney Van Meter                                  	        37	0.04%
Lenny Giuliano                                    	        36	0.04%
Oscar Gonzalez de Dios                            	        36	0.04%
Sergio Garcia Murillo                             	        36	0.04%
Anders Rundgren                                   	        36	0.04%
Vladimír Čunát                                    	        36	0.04%
Peter G. Heist                                    	        36	0.04%
Dmitry Belyavsky                                  	        35	0.04%
Rick Taylor                                       	        35	0.04%
Jeremy Harris                                     	        35	0.04%
Thomas Graf                                       	        35	0.04%
Roy T. Fielding                                   	        35	0.04%
Neal Cardwell                                     	        35	0.04%
Cigdem Sengul                                     	        34	0.04%
Patrik Fältström                                  	        34	0.04%
Daniel Voyer                                      	        34	0.04%
Zhenqiang Li                                      	        34	0.04%
Ragnar Sundblad                                   	        34	0.04%
Koen De Schepper                                  	        34	0.04%
Joseph Lorenzo Hall                               	        33	0.04%
Danny Alex Lachos Perez                           	        33	0.04%
Martin Vigoureux                                  	        33	0.04%
Niels ten Oever                                   	        33	0.04%
Toke Høiland-Jørgensen                            	        33	0.04%
Shunwan Zhuang                                    	        33	0.04%
Thomas Hardjono                                   	        33	0.04%
Loganaden Velvindron                              	        33	0.04%
Guy Fedorkow                                      	        33	0.04%
Ryan Hamilton                                     	        33	0.04%
Sabrina Tanamal                                   	        32	0.04%
Marc Blanchet                                     	        32	0.04%
Gunter Van de Velde                               	        32	0.04%
Doug Royer                                        	        32	0.04%
Jonas Ahlberg                                     	        32	0.04%
Jaime Jimenez                                     	        32	0.04%
Lloyd Wood                                        	        32	0.04%
Rafael Marin-Lopez                                	        32	0.04%
Miika Komu                                        	        32	0.04%
Dave Tonge                                        	        32	0.04%
Joël Alwen                                        	        32	0.04%
Dirk v. Hugo                                      	        31	0.03%
Olaf Bergmann                                     	        31	0.03%
Kai Gao                                           	        31	0.03%
Benno Overeinder                                  	        31	0.03%
Stephan Wenger                                    	        30	0.03%
Markus Amend                                      	        30	0.03%
Tomas Gustavsson                                  	        30	0.03%
Stig Venaas                                       	        30	0.03%
Scott Fluhrer                                     	        30	0.03%
Fengwei Qin                                       	        30	0.03%
Edward J. Birrane                                 	        30	0.03%
Gustavo Lozano Ibarra                             	        30	0.03%
Adrian Hope-Bailie                                	        30	0.03%
John Bradley                                      	        29	0.03%
Carrick                                           	        29	0.03%
Jingxuan Zhang                                    	        29	0.03%
Alexander Clemm                                   	        29	0.03%
Randall Gellens                                   	        29	0.03%
Julien Meuric                                     	        29	0.03%
Klaus Hartke                                      	        29	0.03%
Ana Minaburo                                      	        29	0.03%
Hongji Zhao                                       	        29	0.03%
Patrick Gelard                                    	        29	0.03%
Stephen McQuistin                                 	        28	0.03%
Steffen Fries                                     	        28	0.03%
Andrew Sullivan                                   	        28	0.03%
dave.taht@gmail.com                               	        28	0.03%
Bob Harold                                        	        28	0.03%
Yumi Sakemi                                       	        28	0.03%
Alessandro Ghedini                                	        28	0.03%
Erik Nygren                                       	        28	0.03%
Mark Allman                                       	        28	0.03%
Chris Bowers                                      	        28	0.03%
Brendan McMillion                                 	        28	0.03%
Matt Joras                                        	        28	0.03%
Joel Jaeggli                                      	        27	0.03%
Alex Brotman                                      	        27	0.03%
Kyle Larose                                       	        27	0.03%
Christopher Patton                                	        27	0.03%
Jonathan Hammell                                  	        27	0.03%
Arnt Gulbrandsen                                  	        27	0.03%
Dave Cridland                                     	        27	0.03%
Alexa Morris                                      	        26	0.03%
Vincent Roca                                      	        26	0.03%
Timo Sirainen                                     	        26	0.03%
Mike Koldychev                                    	        26	0.03%
Fabio Maino                                       	        26	0.03%
Joerg Ott                                         	        25	0.03%
Samita Chakrabarti                                	        25	0.03%
Brian Trammell                                    	        25	0.03%
Dr. Alex Gouaillard                               	        25	0.03%
Jim Uttaro                                        	        25	0.03%
Rishabh Parekh                                    	        25	0.03%
Chelsea Komlo                                     	        25	0.03%
Daniel R. L. Brown                                	        25	0.03%
Oleg Pekar                                        	        25	0.03%
Nicolas Kuhn                                      	        25	0.03%
Kamran Raza                                       	        25	0.03%
Poul-Henning Kamp                                 	        25	0.03%
Robbie Harwood                                    	        25	0.03%
Jérôme François                                   	        25	0.03%
Sam Varshavchik                                   	        25	0.03%
Marcus Dansarie                                   	        25	0.03%
Sandra L. Murphy                                  	        24	0.03%
Yiannis Yiakoumis                                 	        24	0.03%
Owen Friel                                        	        24	0.03%
Ralf Weber                                        	        24	0.03%
Jim Reid                                          	        24	0.03%
Zongpeng Du                                       	        24	0.03%
Robert Stepanek                                   	        24	0.03%
Juan-Carlos Zúñiga                                	        24	0.03%
Victor Vasiliev                                   	        24	0.03%
Bernie Hoeneisen                                  	        24	0.03%
Töma Gavrichenkov                                 	        24	0.03%
Dr. Thomas Narten                                 	        24	0.03%
Ole J. Jacobsen                                   	        24	0.03%
Luke Howard                                       	        24	0.03%
Benjamin Beurdouche                               	        24	0.03%
Nat Sakimura                                      	        24	0.03%
Magnus Danielson                                  	        24	0.03%
Alessandro Amirante                               	        23	0.03%
Peng Liu                                          	        23	0.03%
Luca Muscariello                                  	        23	0.03%
Luigi Iannone                                     	        23	0.03%
Tengfei Chang                                     	        23	0.03%
Jérôme Martinez                                   	        23	0.03%
Quynh Dang                                        	        23	0.03%
Jeong-dong Ryoo                                   	        23	0.03%
Henning Rogge                                     	        23	0.03%
Jan Lindblad                                      	        23	0.03%
Jorge Vergara                                     	        23	0.03%
David Farmer                                      	        23	0.03%
Andrew Stone                                      	        23	0.03%
Tom Talpey                                        	        23	0.03%
Dieter Sibold                                     	        23	0.03%
Philip Prindeville                                	        23	0.03%
George Fletcher                                   	        23	0.03%
Akira Tsukamoto                                   	        23	0.03%
Li Yizhou                                         	        22	0.02%
Panos Kampanakis                                  	        22	0.02%
Patrick McManus                                   	        22	0.02%
Michael Peddemors                                 	        22	0.02%
Ran Chen                                          	        22	0.02%
Gábor Lencse                                      	        22	0.02%
Dave Rice                                         	        22	0.02%
James Gruessing                                   	        22	0.02%
Roy Arends                                        	        22	0.02%
Amelia Andersdotter                               	        22	0.02%
Roberto Peon                                      	        22	0.02%
David Waite                                       	        22	0.02%
Joseph Potvin                                     	        22	0.02%
Olle E. Johansson                                 	        22	0.02%
Britta Hale                                       	        22	0.02%
Warren Parad                                      	        22	0.02%
Carlos M. Martínez                                	        21	0.02%
Jonathan Lennox                                   	        21	0.02%
Richard Scheffenegger                             	        21	0.02%
Hooman Bidgoli                                    	        21	0.02%
M. Ranganathan                                    	        21	0.02%
denis bider                                       	        21	0.02%
Petr Špaček                                       	        21	0.02%
Hitoshi Asaeda                                    	        21	0.02%
Dusan Mudric                                      	        21	0.02%
Martin Burnicki                                   	        21	0.02%
David Skaife                                      	        21	0.02%
Nathalie Trenaman                                 	        21	0.02%
Tatsuhiro Tsujikawa                               	        21	0.02%
David C Lawrence                                  	        20	0.02%
Peter Van der Stok                                	        20	0.02%
Quan Xiong                                        	        20	0.02%
Ronald Henry Tse                                  	        20	0.02%
statements@ietf.org                               	        20	0.02%
Derek Atkins                                      	        20	0.02%
R. Atkinson                                       	        20	0.02%
Ben Maddison                                      	        20	0.02%
Ilango Ganga                                      	        20	0.02%
Shwetha Bhandari                                  	        19	0.02%
Laurent Toutain                                   	        19	0.02%
Sheng Jiang                                       	        19	0.02%
Dominique Lazanski                                	        19	0.02%
Ka-Cheong Leung                                   	        19	0.02%
Mark D. Baushke                                   	        19	0.02%
Richard Patterson                                 	        19	0.02%
Steven M Jones                                    	        19	0.02%
Jonathan Rosenberg                                	        19	0.02%
Markku Kojo                                       	        19	0.02%
Raphaël Ouazana                                   	        19	0.02%
Peter E. Yee                                      	        18	0.02%
Bing Liu (Remy)                                   	        18	0.02%
Richard D. Shockey                                	        18	0.02%
Jane R Coffin                                     	        18	0.02%
Roger Carney                                      	        18	0.02%
Danny Mayer                                       	        18	0.02%
Tim Hollebeek                                     	        18	0.02%
C. M. Heard                                       	        18	0.02%
Michelle Cotton                                   	        17	0.02%
Bret Jordan                                       	        17	0.02%
Sharon Barkai                                     	        17	0.02%
Tommy Pauly                                       	        17	0.02%
Diego Lopez                                       	        17	0.02%
Jan Seedorf                                       	        17	0.02%
Roland Bless                                      	        17	0.02%
James Hamlin                                      	        17	0.02%
Harald T. Alvestrand                              	        17	0.02%
Dirk Trossen                                      	        17	0.02%
Sofia Celi                                        	        17	0.02%
Karthikeyan Bhargavan                             	        17	0.02%
Samir Srivastava                                  	        17	0.02%
Kotikalapudi Sriram                               	        17	0.02%
Dr. Ross Finlayson                                	        17	0.02%
Cory Benfield                                     	        17	0.02%
Stefano Previdi                                   	        17	0.02%
Mauro Cociglio                                    	        17	0.02%
John Cowan                                        	        17	0.02%
Jose M. Recio                                     	        17	0.02%
Steven Valdez                                     	        17	0.02%
Tobias Sattler                                    	        17	0.02%
Jasdip Singh                                      	        17	0.02%
Mike Ounsworth                                    	        17	0.02%
Mingliang Pei                                     	        17	0.02%
Vijay Aswadhati                                   	        17	0.02%
Georgios Z. Papadopoulos                          	        16	0.02%
Megan Ferguson                                    	        16	0.02%
Yisong Liu                                        	        16	0.02%
Mukund Sivaraman                                  	        16	0.02%
Samuel Weiler                                     	        16	0.02%
Andrei Gurtov                                     	        16	0.02%
Cenk Gündoğan                                     	        16	0.02%
Dr. Kenneth L. Calvert                            	        16	0.02%
Barak Gafni                                       	        16	0.02%
Konrad Kohbrok                                    	        16	0.02%
Olga Havel                                        	        16	0.02%
Remous-Aris Koutsiamanis                          	        16	0.02%
Yuehua Wei                                        	        16	0.02%
Lionel Morand                                     	        15	0.02%
Hannu Flinck                                      	        15	0.02%
Sarah Banks                                       	        15	0.02%
Liang Xia                                         	        15	0.02%
Geoff Huston                                      	        15	0.02%
Peter Saint-Andre                                 	        15	0.02%
Niklas Widell                                     	        15	0.02%
Antonin Décimo                                    	        15	0.02%
Gaurav Dawra                                      	        15	0.02%
Haibo Wang                                        	        15	0.02%
Yuanlong Jiang                                    	        15	0.02%
Radek Krejčí                                      	        15	0.02%
Stefan Santesson                                  	        15	0.02%
Jon Peterson                                      	        15	0.02%
Erik Wilde                                        	        15	0.02%
Daniel Stenberg                                   	        15	0.02%
Amos Jeffries                                     	        15	0.02%
samier barguil                                    	        15	0.02%
Theodore Ts'o                                     	        15	0.02%
Flemming Andreasen                                	        15	0.02%
Carl Wallace                                      	        15	0.02%
Sorin Faibish                                     	        15	0.02%
Joseph Heenan                                     	        15	0.02%
Steven Blake                                      	        15	0.02%
John Grant                                        	        14	0.02%
Neil Cook                                         	        14	0.02%
Anthony Rutkowski                                 	        14	0.02%
Dan York                                          	        14	0.02%
Satoru Matsushima                                 	        14	0.02%
Yongqing Zhu                                      	        14	0.02%
Jonathan Beri                                     	        14	0.02%
Feng Hao                                          	        14	0.02%
Dr. Hugo Krawczyk                                 	        14	0.02%
Jéferson Campos Nobre                             	        14	0.02%
Trond Myklebust                                   	        14	0.02%
Shivan Kaul Sahib                                 	        14	0.02%
Robin Marx                                        	        14	0.02%
Vidhi Goel                                        	        14	0.02%
Saulo José da Silva                               	        14	0.02%
Jerome Henry                                      	        14	0.02%
Erik Auerswald                                    	        14	0.02%
Sascha Preibisch                                  	        14	0.02%
Robert Kisteleki                                  	        14	0.02%
